1557291990.83507,0.18000,0.00509,0,0
1557291991.84016,0.18000,0.00498,0,0
1557291992.86624,0.18000,0.00503,0,0
1557291993.83000,0.18000,0.00401,0,0
1557291994.89799,0.18000,0.00400,0,0
1557291995.83970,0.18000,0.00502,0,0
1557291996.82631,0.18000,0.00503,0,0
1557291997.87841,0.18000,0.00490,0,0
1557291998.84430,0.18000,0.00409,0,0
1557291999.84667,0.18000,0.00501,0,0
1557292000.85294,0.18000,0.00500,0,0
1557292001.87018,0.18000,0.00399,0,0
1557292002.85224,0.18000,0.00394,0,0
1557292003.85282,0.18000,0.00401,0,0
1557292004.85387,0.18000,0.00506,0,0
1557292005.84017,0.18000,0.00402,0,0
1557292006.83142,0.18000,0.00502,0,0
1557292007.83318,0.18000,0.00500,0,0
1557292008.84140,0.18000,0.00502,0,0
1557292009.82849,0.18000,0.00502,0,0
1557292010.84494,0.18000,0.00400,0,0
1557292011.83504,0.18000,0.00499,0,0
1557292012.87118,0.18000,0.00394,0,0
1557292013.86450,0.18000,0.00501,0,0
1557292014.84283,0.18000,0.00305,0,0
1557292015.83465,0.18000,0.00500,0,0
1557292016.90735,0.18000,0.00379,0,0
1557292017.86009,0.18000,0.00530,0,0
1557292018.83629,0.18000,0.00501,0,0
1557292019.85690,0.18000,0.00400,0,0
1557292020.83449,0.18000,0.00502,0,0
1557292021.83954,0.18000,0.00498,0,0
1557292022.87042,0.18000,0.00401,0,0
1557292023.84055,0.18000,0.00298,0,0
1557292024.86835,0.18000,0.00404,0,0
1557292025.83277,0.18000,0.00501,0,0
1557292026.83785,0.18000,0.00398,0,0
1557292027.84037,0.18000,0.00402,0,0
1557292028.84583,0.18000,0.00401,0,0
1557292029.87151,0.18000,0.00500,0,0
1557292030.83419,0.18000,0.00401,0,0
1557292031.84039,0.18000,0.00498,0,0
1557292032.88389,0.18000,0.00394,0,0
1557292033.85474,0.18000,0.00506,0,0
1557292034.86001,0.18000,0.00492,0,0
1557292035.83911,0.18000,0.00512,0,0
1557292036.83249,0.18000,0.00502,0,0
1557292037.83548,0.18000,0.00499,0,0
1557292038.87636,0.18000,0.00500,0,0
1557292039.83902,0.18000,0.00402,0,0
1557292040.84400,0.18000,0.00498,0,0
1557292041.87224,0.18000,0.00396,0,0
1557292042.86020,0.18000,0.00506,0,0
1557292043.83221,0.18000,0.00403,0,0
1557292044.83333,0.18000,0.00500,0,0
1557292045.84969,0.18000,0.00294,0,0
1557292046.84610,0.18000,0.00408,0,0
1557292047.84335,0.18000,0.00500,0,0
1557292048.86365,0.18000,0.00494,0,0
1557292049.83427,0.18000,0.00508,0,0
1557292050.85162,0.18000,0.00502,0,0
1557292051.84430,0.18000,0.00500,0,0
1557292052.84748,0.18000,0.00499,0,0
1557292053.86437,0.18000,0.00502,0,0
1557292054.84026,0.18000,0.00501,0,0
1557292055.86885,0.18000,0.00395,0,0
1557292056.85079,0.18000,0.00508,0,0
1557292057.84263,0.18000,0.00502,0,0
1557292058.86280,0.18000,0.00400,0,0
1557292059.85749,0.18000,0.00489,0,0
1557292060.83930,0.18000,0.00512,0,0
1557292061.83591,0.18000,0.00500,0,0
1557292062.84188,0.18000,0.00502,0,0
1557292063.85409,0.18000,0.00500,0,0
1557292064.90264,0.18000,0.00492,0,0
1557292065.84065,0.18000,0.00513,0,0
1557292066.85411,0.18000,0.00501,0,0
1557292067.85554,0.18000,0.00494,0,0
1557292068.85486,0.18000,0.00502,0,0
1557292069.86587,0.18000,0.00402,0,0
1557292070.85928,0.18000,0.00498,0,0
1557292071.83680,0.18000,0.00402,0,0
1557292072.83716,0.18000,0.00502,0,0
1557292073.84897,0.18000,0.00398,0,0
1557292074.85608,0.18000,0.00505,0,0
1557292075.83736,0.18000,0.00401,0,0
1557292076.88785,0.18000,0.00393,0,0
1557292077.84458,0.18000,0.00509,0,0
1557292078.84475,0.18000,0.00502,0,0
1557292079.85450,0.18000,0.00496,0,0
1557292080.83945,0.18000,0.00402,0,0
1557292081.85548,0.18000,0.00496,0,0
1557292082.85622,0.18000,0.00404,0,0
1557292083.84767,0.18000,0.00499,0,0
1557292084.88078,0.18000,0.00502,0,0
1557292085.86797,0.18000,0.00402,0,0
1557292086.83767,0.18000,0.00500,0,0
1557292087.84051,0.18000,0.00498,0,0
1557292088.86209,0.18000,0.00403,0,0
1557292089.87872,0.18000,0.00398,0,0
1557292090.83533,0.18000,0.00403,0,0
1557292091.83608,0.18000,0.00401,0,0
1557292092.86196,0.18000,0.00497,0,0
1557292093.83821,0.18000,0.00502,0,0
1557292094.83767,0.18000,0.00399,0,0
1557292095.85586,0.18000,0.00393,0,0
1557292096.85053,0.18000,0.00409,0,0
1557292097.84842,0.18000,0.00499,0,0
1557292098.84408,0.18000,0.00503,0,0
1557292099.84526,0.18000,0.00500,0,0
1557292100.84852,0.18000,0.00499,0,0
1557292101.87885,0.18000,0.00504,0,0
1557292102.85464,0.18000,0.00389,0,0
1557292103.83453,0.18000,0.00411,0,0
1557292104.85713,0.18000,0.00500,0,0
1557292105.88218,0.18000,0.00485,0,0
1557292106.84657,0.18000,0.00512,0,0
1557292107.84737,0.18000,0.00501,0,0
1557292108.84810,0.18000,0.00507,0,0
1557292109.84643,0.18000,0.00496,0,0
1557292110.84937,0.18000,0.00497,0,0
1557292111.85232,0.18000,0.00508,0,0
1557292112.83362,0.18000,0.00503,0,0
1557292113.88508,0.18000,0.00490,0,0
1557292114.85796,0.18000,0.00511,0,0
1557292115.83891,0.18000,0.00498,0,0
1557292116.85755,0.18000,0.00505,0,0
1557292117.89206,0.18000,0.00497,0,0
1557292118.86631,0.18000,0.00498,0,0
1557292119.86478,0.18000,0.00497,0,0
1557292120.83393,0.18000,0.00512,0,0
1557292121.84602,0.18000,0.00502,0,0
1557292122.83639,0.18000,0.00497,0,0
1557292123.84843,0.18000,0.00399,0,0
1557292124.85817,0.18000,0.00504,0,0
1557292125.84047,0.18000,0.00398,0,0
1557292126.87593,0.18000,0.00490,0,0
1557292127.86105,0.18000,0.00500,0,0
1557292128.84054,0.18000,0.00512,0,0
1557292129.86467,0.18000,0.00499,0,0
1557292130.88194,0.18000,0.00490,0,0
1557292131.84503,0.18000,0.00415,0,0
1557292132.86929,0.18000,0.00497,0,0
1557292133.84374,0.18000,0.00500,0,0
1557292134.87341,0.18000,0.00483,0,0
1557292135.83801,0.18000,0.00523,0,0
1557292136.85483,0.18000,0.00601,0,0
1557292137.83962,0.18000,0.00499,0,0
1557292138.83487,0.18000,0.00500,0,0
1557292139.84967,0.18000,0.00496,0,0
1557292140.85948,0.18000,0.00506,0,0
1557292141.83661,0.18000,0.00500,0,0
1557292142.84580,0.18000,0.00596,0,0
1557292143.85082,0.18000,0.00506,0,0
1557292144.83954,0.18000,0.00500,0,0
1557292145.91496,0.18000,0.00500,0,0
1557292146.89834,0.18000,0.00991,0,0
1557292147.85912,0.18000,0.00902,0,0
1557292148.84299,0.18000,0.00503,0,0
1557292149.84805,0.18000,0.00397,0,0
1557292150.85529,0.18000,0.00810,0,0
1557292151.87041,0.18000,0.00897,0,0
1557292152.95030,0.18000,0.01000,0,0
1557292153.98508,0.18000,0.01313,0,0
1557292154.83308,0.18000,0.00699,0,0
1557292155.96449,0.18000,0.00699,0,0
1557292156.84192,0.18000,0.00805,0,0
1557292157.87677,0.18000,0.00784,0,0
1557292158.87579,0.18000,0.00808,0,0
1557292159.89767,0.18000,0.00684,0,0
1557292160.85187,0.18000,0.00815,0,0
1557292161.84009,0.18000,0.00510,0,0
1557292162.90264,0.18000,0.00841,0,0
1557292163.91505,0.18000,0.00866,0,0
1557292164.86000,0.18000,0.00791,0,0
1557292165.83667,0.18000,0.00606,0,0
1557292166.95091,0.18000,0.00789,0,0
1557292167.86337,0.18000,0.00812,0,0
1557292168.89138,0.18000,0.00704,0,0
1557292169.88274,0.18000,0.00900,0,0
1557292170.86062,0.18000,0.00602,0,0
1557292171.89975,0.18000,0.00666,0,0
1557292172.90789,0.18000,0.00836,0,0
1557292173.84543,0.18000,0.00801,0,0
1557292174.84823,0.18000,0.00699,0,0
1557292175.86456,0.18000,0.00794,0,0
1557292176.89955,0.18000,0.00603,0,0
1557292177.96187,0.18000,0.00607,0,0
1557292178.85101,0.18000,0.00602,0,0
1557292179.88999,0.18000,0.00704,0,0
1557292180.94172,0.18000,0.00787,0,0
1557292181.85948,0.18000,0.00693,0,0
1557292182.88931,0.18000,0.00494,0,0
1557292183.88836,0.18000,0.00619,0,0
1557292184.83304,0.18000,0.00609,0,0
1557292185.86032,0.18000,0.00700,0,0
1557292186.83764,0.18000,0.00697,0,0
1557292187.89291,0.18000,0.00672,0,0
1557292188.91908,0.18000,0.00738,0,0
1557292189.84647,0.18000,0.00599,0,0
1557292190.88903,0.18000,0.00860,0,0
1557292191.88556,0.18000,0.00845,0,0
1557292192.91802,0.18000,0.00792,0,0
1557292193.90477,0.18000,0.00610,0,0
1557292194.89241,0.18000,0.00593,0,0
1557292195.86372,0.18000,0.00797,0,0
1557292196.83669,0.18000,0.00709,0,0
1557292197.94309,0.18000,0.00808,0,0
1557292198.87997,0.18000,0.00686,0,0
1557292199.87050,0.18000,0.00896,0,0
1557292200.85779,0.18000,0.00827,0,0
1557292201.82972,0.18000,0.00801,0,0
1557292202.83068,0.18000,0.00703,0,0
1557292203.86463,0.18000,0.00693,0,0
1557292205.00232,0.18000,0.00776,0,0
1557292205.83930,0.18000,0.00731,0,0
1557292206.96594,0.18000,0.00787,0,0
1557292207.88951,0.18000,0.00789,0,0
1557292208.87340,0.18000,0.00827,0,0
1557292209.88226,0.18000,0.00604,0,0
1557292210.85688,0.18000,0.00793,0,0
1557292211.87095,0.18000,0.00704,0,0
1557292212.87202,0.18000,0.00688,0,0
1557292213.87790,0.18000,0.00714,0,0
1557292214.95665,0.18000,0.00875,0,0
1557292215.91547,0.18000,0.01231,0,0
1557292216.86409,0.18000,0.00890,0,0
1557292217.92413,0.18000,0.00821,0,0
1557292218.86504,0.18000,0.00677,0,0
1557292219.91445,0.18000,0.00798,0,0
1557292220.91469,0.18000,0.01017,0,0
1557292221.83502,0.18000,0.00613,0,0
1557292222.87941,0.18000,0.00896,0,0
1557292223.84814,0.18000,0.00806,0,0
1557292224.89858,0.18000,0.00890,0,0
1557292225.84156,0.18000,0.00810,0,0
1557292226.85569,0.18000,0.00602,0,0
1557292227.88179,0.18000,0.00765,0,0
1557292228.84213,0.18000,0.00631,0,0
1557292229.91893,0.18000,0.00997,0,0
1557292230.88672,0.18000,0.00906,0,0
1557292231.84533,0.18000,0.00695,0,0
1557292232.90692,0.18000,0.00810,0,0
1557292233.86936,0.18000,0.00697,0,0
1557292234.96980,0.18000,0.00806,0,0
1557292235.84844,0.18000,0.00704,0,0
1557292236.85426,0.18000,0.00803,0,0
1557292237.83241,0.18000,0.00702,0,0
1557292238.88301,0.18000,0.00777,0,0
1557292239.84776,0.18000,0.01118,0,0
1557292240.86054,0.18000,0.00694,0,0
1557292241.88921,0.18000,0.00711,0,0
1557292242.86389,0.18000,0.00704,0,0
1557292243.89156,0.18000,0.00706,0,0
1557292244.89533,0.18000,0.00784,0,0
1557292245.93969,0.18000,0.00979,0,0
1557292246.88825,0.18000,0.01148,0,0
1557292247.89855,0.18000,0.00788,0,0
1557292248.86232,0.18000,0.00894,0,0
1557292249.96089,0.18000,0.00808,0,0
1557292250.83936,0.18000,0.00812,0,0
1557292251.88280,0.18000,0.00700,0,0
1557292252.83442,0.18000,0.00702,0,0
1557292253.83682,0.18000,0.00903,0,0
1557292254.87828,0.18000,0.00982,0,0
1557292255.85647,0.18000,0.00704,0,0
1557292256.87228,0.18000,0.00881,0,0
1557292257.88789,0.18000,0.00720,0,0
1557292258.90441,0.18000,0.00705,0,0
1557292259.86686,0.18000,0.00587,0,0
1557292260.87202,0.18000,0.00721,0,0
1557292261.83541,0.18000,0.00699,0,0
1557292262.87621,0.18000,0.00689,0,0
1557292263.88705,0.18000,0.00815,0,0
1557292264.86997,0.18000,0.00976,0,0
1557292265.91891,0.18000,0.00818,0,0
1557292266.91427,0.18000,0.00887,0,0
1557292267.89849,0.18000,0.00771,0,0
1557292268.84947,0.18000,0.00944,0,0
1557292269.88179,0.18000,0.00796,0,0
1557292270.83123,0.18000,0.00823,0,0
1557292271.93277,0.18000,0.00985,0,0
1557292272.85134,0.18000,0.00706,0,0
1557292273.84224,0.18000,0.00800,0,0
1557292274.84821,0.18000,0.00800,0,0
1557292275.88327,0.18000,0.00601,0,0
1557292276.86409,0.18000,0.00698,0,0
1557292277.89571,0.18000,0.00783,0,0
1557292278.86684,0.18000,0.00602,0,0
1557292279.83992,0.18000,0.00619,0,0
1557292280.94116,0.18000,0.00774,0,0
1557292281.86328,0.18000,0.00733,0,0
1557292282.89613,0.18000,0.00888,0,0
1557292283.88483,0.18000,0.00771,0,0
1557292284.92600,0.18000,0.00922,0,0
1557292285.91791,0.18000,0.00968,0,0
1557292286.95210,0.18000,0.01058,0,0
1557292287.83819,0.18000,0.00906,0,0
1557292288.86831,0.18000,0.00896,0,0
1557292289.88111,0.18000,0.00698,0,0
1557292290.92021,0.18000,0.00803,0,0
1557292291.99155,0.18000,0.00806,0,0
1557292292.84381,0.18000,0.00889,0,0
1557292293.85088,0.18000,0.00802,0,0
1557292294.84253,0.18000,0.00812,0,0
1557292295.84947,0.18000,0.00793,0,0
1557292296.85240,0.18000,0.00901,0,0
1557292297.89687,0.18000,0.00875,0,0
1557292298.92822,0.18000,0.00930,0,0
1557292299.84843,0.18000,0.00801,0,0
1557292300.85160,0.18000,0.00604,0,0
1557292301.83958,0.18000,0.00806,0,0
1557292302.89496,0.18000,0.00787,0,0
1557292303.84474,0.18000,0.00802,0,0
1557292304.85794,0.18000,0.00602,0,0
1557292305.91384,0.18000,0.00802,0,0
1557292306.93664,0.18000,0.00691,0,0
1557292307.87524,0.18000,0.00710,0,0
1557292308.83290,0.18000,0.00806,0,0
1557292309.86122,0.18000,0.00493,0,0
1557292310.83178,0.18000,0.00409,0,0
1557292311.88238,0.18000,0.00481,0,0
1557292312.85897,0.18000,0.00521,0,0
1557292313.84955,0.18000,0.00495,0,0
1557292314.84017,0.18000,0.00506,0,0
1557292315.84958,0.18000,0.00495,0,0
1557292316.84931,0.18000,0.00510,0,0
1557292317.85234,0.18000,0.00494,0,0
1557292318.84510,0.18000,0.00505,0,0
1557292319.85212,0.18000,0.00502,0,0
1557292320.84569,0.18000,0.00501,0,0
1557292321.85227,0.18000,0.00497,0,0
1557292322.83171,0.18000,0.00505,0,0
1557292323.85231,0.18000,0.00490,0,0
1557292324.84360,0.18000,0.00613,0,0
1557292325.84009,0.18000,0.00398,0,0
1557292326.86842,0.18000,0.00500,0,0
1557292327.84038,0.18000,0.00502,0,0
1557292328.85536,0.18000,0.00491,0,0
1557292329.83615,0.18000,0.00514,0,0
1557292330.85262,0.18000,0.00400,0,0
1557292331.83834,0.18000,0.00502,0,0
1557292332.85411,0.18000,0.00495,0,0
1557292333.84532,0.18000,0.00506,0,0
1557292334.84020,0.18000,0.00400,0,0
